"","Year","Code","Season","Sample_point","Light","Coverage","Soil_resp","PAR","Soil_temp","Time"
"313",2018,113,"Summer",13,5,"Under canopy",0.01,0,23,"0.23819444444444446"
"314",2018,114,"Summer",14,5,"Under canopy",0.01,0,22.4,"0.24722222222222223"
"315",2018,115,"Summer",15,5,"Under canopy",0.01,0,22.4,"0.25069444444444444"
"316",2018,116,"Summer",16,5,"Under canopy",0.01,11.8,22.9,"0.2722222222222222"
"317",2018,117,"Summer",17,5,"Under canopy",0.01,5.5,22.6,"0.26527777777777778"
"318",2018,118,"Summer",18,5,"Under canopy",0.01,20.2,23.1,"0.27499999999999997"
"319",2018,119,"Summer",19,5,"Under canopy",0.01,6,23.1,"0.26944444444444443"
"320",2018,120,"Summer",20,5,"Under canopy",0.01,4.6,22.9,"0.2673611111111111"
"321",2018,121,"Summer",21,5,"Outside canopy",0.01,44.8,22.5,"0.27777777777777779"
"322",2018,122,"Summer",22,5,"Outside canopy",0.01,63.9,22.8,"0.28819444444444448"
"323",2018,123,"Summer",23,5,"Outside canopy",0.01,65.6,22.4,"0.28055555555555556"
"324",2018,124,"Summer",24,5,"Outside canopy",0.01,4.8,23.1,"0.25763888888888892"
"325",2018,125,"Summer",25,5,"Outside canopy",0.02,87.9,24.1,"0.29375000000000001"
"326",2018,126,"Summer",26,5,"Outside canopy",0.02,64.3,23.7,"0.29583333333333334"
"327",2018,127,"Summer",27,5,"Outside canopy",0.02,110.1,23.6,"0.29791666666666666"
"328",2018,128,"Summer",28,5,"Outside canopy",0.02,127.1,24,"0.30069444444444443"
"329",2018,129,"Summer",29,5,"Outside canopy",0.01,133.1,24.4,"0.3034722222222222"
"330",2018,130,"Summer",30,5,"Outside canopy",0.01,180.8,24.6,"0.30555555555555552"
"331",2018,201,"Summer",1,9,"Under canopy",0.03,1049.3,30.3,"0.37361111111111112"
"332",2018,202,"Summer",2,9,"Under canopy",0.02,583.5,29.7,"0.37638888888888888"
"333",2018,203,"Summer",3,9,"Under canopy",0.01,429.8,31,"0.37916666666666665"
"334",2018,204,"Summer",4,9,"Under canopy",0.02,562,32.1,"0.3840277777777778"
"335",2018,205,"Summer",5,9,"Under canopy",0.01,861.9,35.1,"0.38611111111111113"
"336",2018,206,"Summer",6,9,"Under canopy",0.01,1087.8,35.1,"0.38750000000000001"
"337",2018,207,"Summer",7,9,"Under canopy",0.02,381.7,33.8,"0.39513888888888887"
"338",2018,208,"Summer",8,9,"Under canopy",0.01,957.6,33.4,"0.39027777777777778"
"339",2018,209,"Summer",9,9,"Under canopy",0.01,689.5,34.4,"0.3923611111111111"
"340",2018,210,"Summer",10,9,"Under canopy",0.01,826.7,34.3,"0.4284722222222222"
"341",2018,211,"Summer",11,9,"Under canopy",0,244.2,30.4,"0.40763888888888888"
"342",2018,212,"Summer",12,9,"Under canopy",0,160.3,31.5,"0.41180555555555554"
"343",2018,213,"Summer",13,9,"Under canopy",0.01,305.6,31.1,"0.3972222222222222"
"344",2018,214,"Summer",14,9,"Under canopy",0.02,1158.2,34.7,"0.39999999999999997"
"345",2018,215,"Summer",15,9,"Under canopy",0.01,748.6,32.1,"0.40486111111111112"
"346",2018,216,"Summer",16,9,"Under canopy",0.01,564.6,33.2,"0.42152777777777778"
"347",2018,217,"Summer",17,9,"Under canopy",0.02,767.8,34.7,"0.4145833333333333"
"348",2018,218,"Summer",18,9,"Under canopy",0.01,704.1,34.7,"0.42499999999999999"
"349",2018,219,"Summer",19,9,"Under canopy",0.02,1217.7,34.2,"0.41944444444444445"
"350",2018,220,"Summer",20,9,"Under canopy",0,182.8,31.4,"0.41666666666666669"
"351",2018,221,"Summer",21,9,"Outside canopy",0.01,1026.1,36.8,"0.40972222222222227"
"352",2018,222,"Summer",22,9,"Outside canopy",0.01,1727.9,39.8,"0.43124999999999997"
"353",2018,223,"Summer",23,9,"Outside canopy",0.02,2081.8,41.3,"0.43333333333333335"
"354",2018,224,"Summer",24,9,"Outside canopy",0.01,1227.1,35.7,"0.40277777777777773"
"355",2018,225,"Summer",25,9,"Outside canopy",0.02,1691.3,44,"0.43611111111111112"
"356",2018,226,"Summer",26,9,"Outside canopy",0.01,2114.8,40.3,"0.4381944444444445"
"357",2018,227,"Summer",27,9,"Outside canopy",0,1721,35.6,"0.44097222222222227"
"358",2018,228,"Summer",28,9,"Outside canopy",0.02,2194.3,43.6,"0.44444444444444442"
"359",2018,229,"Summer",29,9,"Outside canopy",0.01,2098.8,43.9,"0.45"
"360",2018,230,"Summer",30,9,"Outside canopy",0.02,2369.3,43.5,"0.44722222222222219"
"361",2018,301,"Summer",1,13,"Under canopy",0.02,164.6,33.5,"0.53749999999999998"
"362",2018,302,"Summer",2,13,"Under canopy",0.01,211.8,32.7,"0.54027777777777775"
"363",2018,303,"Summer",3,13,"Under canopy",0.03,806.8,36,"4.2361111111111106E-2"
"364",2018,304,"Summer",4,13,"Under canopy",0.02,1512.6,39.8,"4.4444444444444446E-2"
"365",2018,305,"Summer",5,13,"Under canopy",0.02,1179.4,42.7,"4.7222222222222221E-2"
"366",2018,306,"Summer",6,13,"Under canopy",0.02,1258.1,39.7,"0.5493055555555556"
"367",2018,307,"Summer",7,13,"Under canopy",0.01,923.1,39.2,"0.55625000000000002"
"368",2018,308,"Summer",8,13,"Under canopy",0.01,496.8,38.3,"0.55208333333333337"
"369",2018,309,"Summer",9,13,"Under canopy",0.01,326.7,39.7,"0.5541666666666667"
"370",2018,310,"Summer",10,13,"Under canopy",0.02,1224.1,40.4,"0.59305555555555556"
"371",2018,311,"Summer",11,13,"Under canopy",0.01,1162.1,37.9,"0.5708333333333333"
"372",2018,312,"Summer",12,13,"Under canopy",0,250,36.6,"0.5756944444444444"
"373",2018,313,"Summer",13,13,"Under canopy",0.02,1467.7,38.7,"0.55972222222222223"
"374",2018,314,"Summer",14,13,"Under canopy",0.01,485.1,36.6,"0.5625"
"375",2018,315,"Summer",15,13,"Under canopy",0.01,716.2,38.8,"0.56805555555555554"
"376",2018,316,"Summer",16,13,"Under canopy",0.01,1237.5,37.4,"8.6805555555555566E-2"
"377",2018,317,"Summer",17,13,"Under canopy",0.01,154.4,36.8,"0.57847222222222217"
"378",2018,318,"Summer",18,13,"Under canopy",0.02,359,38,"8.9583333333333334E-2"
"379",2018,319,"Summer",19,13,"Under canopy",0.01,786.3,38.1,"8.3333333333333329E-2"
"380",2018,320,"Summer",20,13,"Under canopy",0,131.8,36,"0.58124999999999993"
"381",2018,321,"Summer",21,13,"Outside canopy",0.02,2280.8,46.2,"0.57361111111111118"
"382",2018,322,"Summer",22,13,"Outside canopy",0.02,1132.4,45.3,"0.59791666666666665"
"383",2018,323,"Summer",23,13,"Outside canopy",0.02,1525.3,45.9,"0.59583333333333333"
"384",2018,324,"Summer",24,13,"Outside canopy",0.02,2352.5,44.9,"0.56527777777777777"
"385",2018,325,"Summer",25,13,"Outside canopy",0.01,1794.5,48.4,"0.60138888888888886"
"386",2018,326,"Summer",26,13,"Outside canopy",0,338.9,43,"0.60416666666666663"
"387",2018,327,"Summer",27,13,"Outside canopy",0.01,997.8,43.3,"0.60763888888888895"
"388",2018,328,"Summer",28,13,"Outside canopy",0.01,1059.3,48.2,"0.61041666666666672"
"389",2018,329,"Summer",29,13,"Outside canopy",0.01,1192.2,48.6,"0.6166666666666667"
"390",2018,330,"Summer",30,13,"Outside canopy",0.01,999.4,49,"0.61319444444444449"
"391",2018,401,"Summer",1,17,"Under canopy",0.03,179.6,33.1,"0.70138888888888884"
"392",2018,402,"Summer",2,17,"Under canopy",0.01,62.3,32.1,"0.70347222222222217"
"393",2018,403,"Summer",3,17,"Under canopy",0.02,124.8,34.4,"0.7055555555555556"
"394",2018,404,"Summer",4,17,"Under canopy",0.01,69.1,34.3,"0.20833333333333334"
"395",2018,405,"Summer",5,17,"Under canopy",0.01,51.4,35.1,"0.21041666666666667"
"396",2018,406,"Summer",6,17,"Under canopy",0.02,74.8,34.7,"0.21249999999999999"
"397",2018,407,"Summer",7,17,"Under canopy",0.01,51.8,34.3,"0.71527777777777779"
"398",2018,408,"Summer",8,17,"Under canopy",0,0,29.1,"0.77500000000000002"
"399",2018,409,"Summer",9,17,"Under canopy",0.01,68.3,34.4,"0.71736111111111101"
"400",2018,410,"Summer",10,17,"Under canopy",0.01,2.6,30.6,"0.25208333333333333"
"401",2018,411,"Summer",11,17,"Under canopy",0,35.9,31.7,"0.73055555555555562"
"402",2018,412,"Summer",12,17,"Under canopy",0,13.5,30.7,"0.73541666666666661"
"403",2018,413,"Summer",13,17,"Under canopy",0.01,54.1,33.4,"0.72013888888888899"
"404",2018,414,"Summer",14,17,"Under canopy",0.01,75,33.1,"0.72291666666666676"
"405",2018,415,"Summer",15,17,"Under canopy",0.01,25.4,31.8,"0.73333333333333339"
"406",2018,416,"Summer",16,17,"Under canopy",0.01,8.3,30.4,"0.74513888888888891"
"407",2018,417,"Summer",17,17,"Under canopy",0.01,12.8,30.5,"0.73819444444444438"
"408",2018,418,"Summer",18,17,"Under canopy",0.01,4.6,30.5,"0.74722222222222223"
"409",2018,419,"Summer",19,17,"Under canopy",0.01,8.9,30.3,"0.74305555555555547"
"410",2018,420,"Summer",20,17,"Under canopy",0,8.7,30.3,"0.7402777777777777"
"411",2018,421,"Summer",21,17,"Outside canopy",0,6.7,31.3,"0.25"
"412",2018,422,"Summer",22,17,"Outside canopy",0.01,2.4,30.8,"0.25555555555555559"
"413",2018,423,"Summer",23,17,"Outside canopy",0,0.9,31.6,"0.75694444444444453"
"414",2018,424,"Summer",24,17,"Outside canopy",0.01,69.6,34.1,"0.72569444444444453"
"415",2018,425,"Summer",25,17,"Outside canopy",0.01,0.2,31.8,"0.75902777777777775"
"416",2018,426,"Summer",26,17,"Outside canopy",0,0,30.9,"0.76111111111111107"
"417",2018,427,"Summer",27,17,"Outside canopy",0,0,29.9,"0.76388888888888884"
"418",2018,428,"Summer",28,17,"Outside canopy",0,0,30.4,"0.76597222222222217"
"419",2018,429,"Summer",29,17,"Outside canopy",0.01,0,30.4,"0.76874999999999993"
"420",2018,430,"Summer",30,17,"Outside canopy",0,0,30.2,"0.7715277777777777"
"421",2018,501,"Summer",1,21,"Under canopy",NA,0,24.7,"0.87083333333333324"
"422",2018,502,"Summer",2,21,"Under canopy",NA,0,24.5,"0.87361111111111101"
"423",2018,503,"Summer",3,21,"Under canopy",0,0,24.8,"0.37638888888888888"
"424",2018,504,"Summer",4,21,"Under canopy",0,0,24.9,"0.37916666666666665"
"425",2018,505,"Summer",5,21,"Under canopy",0,0,25.3,"0.38125000000000003"
"426",2018,506,"Summer",6,21,"Under canopy",0,0,25.2,"0.88402777777777775"
"427",2018,507,"Summer",7,21,"Under canopy",0.01,0,25.5,"0.89097222222222217"
"428",2018,508,"Summer",8,21,"Under canopy",0.02,0,25.6,"0.88611111111111107"
"429",2018,509,"Summer",9,21,"Under canopy",0.01,0,25.4,"0.88888888888888884"
"430",2018,510,"Summer",10,21,"Under canopy",0,0,24.8,"0.92847222222222225"
"431",2018,511,"Summer",11,21,"Under canopy",0.01,0,24.9,"0.90486111111111101"
"432",2018,512,"Summer",12,21,"Under canopy",0,0,24.7,"0.90972222222222221"
"433",2018,513,"Summer",13,21,"Under canopy",0,0,24.9,"0.89374999999999993"
"434",2018,514,"Summer",14,21,"Under canopy",0,0,24.9,"0.8965277777777777"
"435",2018,515,"Summer",15,21,"Under canopy",0.01,0,25.3,"0.90208333333333324"
"436",2018,516,"Summer",16,21,"Under canopy",0,0,24.8,"0.42083333333333334"
"437",2018,517,"Summer",17,21,"Under canopy",0,0,24.6,"0.91249999999999998"
"438",2018,518,"Summer",18,21,"Under canopy",0,0,24.8,"0.92499999999999993"
"439",2018,519,"Summer",19,21,"Under canopy",0,0,24.7,"0.41875000000000001"
"440",2018,520,"Summer",20,21,"Under canopy",0,0,24.5,"0.9159722222222223"
"441",2018,521,"Summer",21,21,"Outside canopy",0.01,0,25,"0.90694444444444444"
"442",2018,522,"Summer",22,21,"Outside canopy",0,0.1,24.5,"0.93125000000000002"
"443",2018,523,"Summer",23,21,"Outside canopy",0,0,24.8,"0.93402777777777779"
"444",2018,524,"Summer",24,21,"Outside canopy",0.01,0,25.7,"0.9"
"445",2018,525,"Summer",25,21,"Outside canopy",0.01,0,25.6,"0.93611111111111101"
"446",2018,526,"Summer",26,21,"Outside canopy",0,0,25,"0.93819444444444444"
"447",2018,527,"Summer",27,21,"Outside canopy",0,0,24.8,"0.94097222222222221"
"448",2018,528,"Summer",28,21,"Outside canopy",0,0,24.8,"0.94374999999999998"
"449",2018,529,"Summer",29,21,"Outside canopy",0,0,24.9,"0.94791666666666663"
"450",2018,530,"Summer",30,21,"Outside canopy",0,0,24.7,"0.9458333333333333"
"451",2018,101,"Winter",1,5,"Under canopy",0.12,0,18.7,"4:49"
"452",2018,102,"Winter",2,5,"Under canopy",0.07,0,18.9,"4:52"
"453",2018,103,"Winter",3,5,"Under canopy",0.09,0,19.8,"4:55"
"454",2018,104,"Winter",4,5,"Under canopy",0.02,0,19.4,"4:59"
"455",2018,105,"Winter",5,5,"Under canopy",0.05,0,19.6,"5:02"
"456",2018,106,"Winter",6,5,"Under canopy",0.03,0,19.4,"5:05"
"457",2018,107,"Winter",7,5,"Under canopy",0.06,0,20,"5:09"
"458",2018,108,"Winter",8,5,"Under canopy",0,12.5,20.3,"6:32"
"459",2018,109,"Winter",9,5,"Under canopy",0.01,0,19.7,"5:13"
"460",2018,110,"Winter",10,5,"Under canopy",0.07,0.1,19.6,"6:00"
"461",2018,111,"Winter",11,5,"Under canopy",0.1,0,19.5,"5:56"
"462",2018,112,"Winter",12,5,"Under canopy",0.04,0,19.2,"5:50"
"463",2018,113,"Winter",13,5,"Under canopy",0.12,0,19.3,"5:18"
"464",2018,114,"Winter",14,5,"Under canopy",0,0,19.5,"5:21"
"465",2018,115,"Winter",15,5,"Under canopy",0,0,19.4,"5:28"
"466",2018,116,"Winter",16,5,"Under canopy",0,0,19.3,"5:42"
"467",2018,117,"Winter",17,5,"Under canopy",0.05,0.1,19.2,"5:32"
"468",2018,118,"Winter",18,5,"Under canopy",0.06,0,19.5,"5:46"
"469",2018,119,"Winter",19,5,"Under canopy",0,0,19.4,"5:38"
"470",2018,120,"Winter",20,5,"Under canopy",0.01,0,18.8,"5:35"
"471",2018,121,"Winter",21,5,"Outside canopy",0.03,0,18.9,"5:54"
"472",2018,122,"Winter",22,5,"Outside canopy",0.04,1.6,19.4,"6:07"
"473",2018,123,"Winter",23,5,"Outside canopy",0.05,0.7,19.2,"6:04"
"474",2018,124,"Winter",24,5,"Outside canopy",0.08,0,19.5,"5:25"
"475",2018,125,"Winter",25,5,"Outside canopy",0.1,2.4,20,"6:11"
"476",2018,126,"Winter",26,5,"Outside canopy",0,2.9,19.9,"6:14"
"477",2018,127,"Winter",27,5,"Outside canopy",0,6,20.3,"6:17"
"478",2018,128,"Winter",28,5,"Outside canopy",0,7.2,19.9,"6:21"
"479",2018,129,"Winter",29,5,"Outside canopy",0.03,10.1,19.9,"6:24"
"480",2018,130,"Winter",30,5,"Outside canopy",0.06,10.8,19.8,"6:27"
"481",2018,201,"Winter",1,9,"Under canopy",0.01,1967.7,31.5,"10:41"
"482",2018,202,"Winter",2,9,"Under canopy",0.08,775.2,27,"10:45"
"483",2018,203,"Winter",3,9,"Under canopy",0,773.5,29.6,"10:49"
"484",2018,204,"Winter",4,9,"Under canopy",0,1097.8,32,"10:53"
"485",2018,205,"Winter",5,9,"Under canopy",0,1486.4,32.1,"10:56"
"486",2018,206,"Winter",6,9,"Under canopy",0,701.6,32.1,"10:59"
"487",2018,207,"Winter",7,9,"Under canopy",0.01,191.4,33.3,"11:04"
"488",2018,208,"Winter",8,9,"Under canopy",NA,NA,NA,NA
"489",2018,209,"Winter",9,9,"Under canopy",0.04,407,30.8,"11:07"
"490",2018,210,"Winter",10,9,"Under canopy",0,540.2,33.7,"12:01"
"491",2018,211,"Winter",11,9,"Under canopy",0,1342.1,31.6,"11:57"
"492",2018,212,"Winter",12,9,"Under canopy",0.09,71.1,28.4,"11:49"
"493",2018,213,"Winter",13,9,"Under canopy",0.07,78.4,27.4,"11:12"
"494",2018,214,"Winter",14,9,"Under canopy",0,602.9,32.6,"11:16"
"495",2018,215,"Winter",15,9,"Under canopy",0.02,1092.1,32.8,"11:24"
"496",2018,216,"Winter",16,9,"Under canopy",0.04,842.1,30.9,"11:41"
"497",2018,217,"Winter",17,9,"Under canopy",0.14,616.7,31,"11:28"
"498",2018,218,"Winter",18,9,"Under canopy",0.07,1139.5,30.9,"11:45"
"499",2018,219,"Winter",19,9,"Under canopy",0.07,102.7,30.5,"11:37"
"500",2018,220,"Winter",20,9,"Under canopy",0.01,635.7,29.1,"11:33"
"501",2018,221,"Winter",21,9,"Outside canopy",0,2791.2,40.9,"11:54"
"502",2018,222,"Winter",22,9,"Outside canopy",0,1991.9,41.7,"12:10"
"503",2018,223,"Winter",23,9,"Outside canopy",0,2773.2,39,"12:06"
"504",2018,224,"Winter",24,9,"Outside canopy",0,2466.2,38.4,"11:21"
"505",2018,225,"Winter",25,9,"Outside canopy",0,2731.8,43.7,"12:14"
"506",2018,226,"Winter",26,9,"Outside canopy",0,3516.2,44.5,"12:17"
"507",2018,227,"Winter",27,9,"Outside canopy",0,2468.8,43.3,"12:21"
"508",2018,228,"Winter",28,9,"Outside canopy",0,2774.3,44,"12:25"
"509",2018,229,"Winter",29,9,"Outside canopy",0,2494.3,44.7,"12:28"
"510",2018,230,"Winter",30,9,"Outside canopy",0,2875,45.7,"12:32"
"511",2018,301,"Winter",1,13,"Under canopy",0.11,366.2,31,"13:36"
"512",2018,302,"Winter",2,13,"Under canopy",0.1,269.3,30.1,"13:39"
"513",2018,303,"Winter",3,13,"Under canopy",0,1046.5,35.1,"13:43"
"514",2018,304,"Winter",4,13,"Under canopy",0,336.3,34.2,"13:46"
"515",2018,305,"Winter",5,13,"Under canopy",0,311,36,"13:49"
"516",2018,306,"Winter",6,13,"Under canopy",0.04,1300.5,35.7,"13:52"
"517",2018,307,"Winter",7,13,"Under canopy",0.05,940.4,34.3,"13:55"
"518",2018,308,"Winter",8,13,"Under canopy",0,436.6,33.4,"13:59"
"519",2018,309,"Winter",9,13,"Under canopy",0,1081.5,36.3,"2:02"
"520",2018,310,"Winter",10,13,"Under canopy",0.01,792.7,38,"14:44"
"521",2018,311,"Winter",11,13,"Under canopy",0,1422.1,39.3,"14:41"
"522",2018,312,"Winter",12,13,"Under canopy",0,157,34.5,"14:38"
"523",2018,313,"Winter",13,13,"Under canopy",0.05,94.4,31.6,"2:05"
"524",2018,314,"Winter",14,13,"Under canopy",0,801.1,34.3,"2:09"
"525",2018,315,"Winter",15,13,"Under canopy",0,347.6,35.6,"14:16"
"526",2018,316,"Winter",16,13,"Under canopy",0,606,34.2,"14:29"
"527",2018,317,"Winter",17,13,"Under canopy",0.01,190.2,33.2,"14:19"
"528",2018,318,"Winter",18,13,"Under canopy",0,496.6,35.2,"14:32"
"529",2018,319,"Winter",19,13,"Under canopy",0.09,73.7,32.4,"14:26"
"530",2018,320,"Winter",20,13,"Under canopy",0.01,521,33.1,"14:23"
"531",2018,321,"Winter",21,13,"Outside canopy",0,1665,42.1,"14:35"
"532",2018,322,"Winter",22,13,"Outside canopy",0,1096.5,42.2,"14:51"
"533",2018,323,"Winter",23,13,"Outside canopy",0,1079.2,42.3,"14:48"
"534",2018,324,"Winter",24,13,"Outside canopy",0,1360,42.4,"14:13"
"535",2018,325,"Winter",25,13,"Outside canopy",0,624.8,44.2,"14:55"
"536",2018,326,"Winter",26,13,"Outside canopy",0.05,477.5,39.5,"14:58"
"537",2018,327,"Winter",27,13,"Outside canopy",0,879.3,43.5,"3:00"
"538",2018,328,"Winter",28,13,"Outside canopy",0,1071.7,43.9,"3:03"
"539",2018,329,"Winter",29,13,"Outside canopy",0,1094.7,44.3,"3:06"
"540",2018,330,"Winter",30,13,"Outside canopy",0,988,43.6,"3:09"
"541",2018,401,"Winter",1,17,"Under canopy",0,168.7,28.3,"16:49"
"542",2018,402,"Winter",2,17,"Under canopy",0,149.5,26.5,"16:52"
"543",2018,403,"Winter",3,17,"Under canopy",0,131.1,28.8,"16:55"
"544",2018,404,"Winter",4,17,"Under canopy",0,98.2,28.1,"16:59"
"545",2018,405,"Winter",5,17,"Under canopy",0,59.7,29.3,"5:02"
"546",2018,406,"Winter",6,17,"Under canopy",0.02,39.9,27.8,"17:10"
"547",2018,407,"Winter",7,17,"Under canopy",0,89.8,28,"17:17"
"548",2018,408,"Winter",8,17,"Under canopy",0,0,23.6,"18:53"
"549",2018,409,"Winter",9,17,"Under canopy",0.08,54,28.3,"17:21"
"550",2018,410,"Winter",10,17,"Under canopy",0.05,0,23.9,"18:18"
"551",2018,411,"Winter",11,17,"Under canopy",0.05,0.3,24.1,"18:12"
"552",2018,412,"Winter",12,17,"Under canopy",0.04,1.2,23.4,"6:06"
"553",2018,413,"Winter",13,17,"Under canopy",0.06,31,26.6,"17:25"
"554",2018,414,"Winter",14,17,"Under canopy",0.03,81.6,26.7,"17:29"
"555",2018,415,"Winter",15,17,"Under canopy",0.06,28.7,26.8,"17:36"
"556",2018,416,"Winter",16,17,"Under canopy",0.01,8.5,24.3,"17:56"
"557",2018,417,"Winter",17,17,"Under canopy",0.05,13.5,24.8,"17:41"
"558",2018,418,"Winter",18,17,"Under canopy",0.11,4,24.3,"6:01"
"559",2018,419,"Winter",19,17,"Under canopy",0.07,9.2,24,"17:52"
"560",2018,420,"Winter",20,17,"Under canopy",0.08,11.1,24.2,"17:48"
"561",2018,421,"Winter",21,17,"Outside canopy",0.04,2.8,24.3,"6:09"
"562",2018,422,"Winter",22,17,"Outside canopy",0.04,0,24.4,"18:25"
"563",2018,423,"Winter",23,17,"Outside canopy",0.13,0,24.5,"18:21"
"564",2018,424,"Winter",24,17,"Outside canopy",0,82.9,28.4,"17:33"
"565",2018,425,"Winter",25,17,"Outside canopy",0,0,25.2,"18:28"
"566",2018,426,"Winter",26,17,"Outside canopy",0.04,0,24.7,"18:32"
"567",2018,427,"Winter",27,17,"Outside canopy",0,0.1,24.3,"18:35"
"568",2018,428,"Winter",28,17,"Outside canopy",0.01,0,24.5,"18:39"
"569",2018,429,"Winter",29,17,"Outside canopy",0.01,0,24.4,"18:43"
"570",2018,430,"Winter",30,17,"Outside canopy",0.02,0,24.8,"18:47"
"571",2018,501,"Winter",1,21,"Under canopy",0,0,19.8,"21:24"
"572",2018,502,"Winter",2,21,"Under canopy",0,0,19.6,"21:27"
"573",2018,503,"Winter",3,21,"Under canopy",0,0,19.9,"21:30"
"574",2018,504,"Winter",4,21,"Under canopy",0.01,0,19.8,"21:33"
"575",2018,505,"Winter",5,21,"Under canopy",0.02,0,20.2,"21:36"
"576",2018,506,"Winter",6,21,"Under canopy",0.03,0,20.4,"21:39"
"577",2018,507,"Winter",7,21,"Under canopy",0.01,0,20.4,"21:43"
"578",2018,508,"Winter",8,21,"Under canopy",0.02,0,19.3,"11:01"
"579",2018,509,"Winter",9,21,"Under canopy",0.01,0,20.4,"21:46"
"580",2018,510,"Winter",10,21,"Under canopy",0.02,0,19.6,"22:31"
"581",2018,511,"Winter",11,21,"Under canopy",0.01,0,19.4,"22:28"
"582",2018,512,"Winter",12,21,"Under canopy",0.03,0,19.4,"22:21"
"583",2018,513,"Winter",13,21,"Under canopy",0.01,0,19.7,"21:50"
"584",2018,514,"Winter",14,21,"Under canopy",0.02,0,19.9,"21:53"
"585",2018,515,"Winter",15,21,"Under canopy",0.03,0,19.9,"10:00"
"586",2018,516,"Winter",16,21,"Under canopy",0.01,0,19.4,"22:14"
"587",2018,517,"Winter",17,21,"Under canopy",0.01,0,19.4,"10:03"
"588",2018,518,"Winter",18,21,"Under canopy",0.03,0,19.7,"22:18"
"589",2018,519,"Winter",19,21,"Under canopy",0.03,0,19.5,"10:09"
"590",2018,520,"Winter",20,21,"Under canopy",0.02,0,19.4,"10:07"
"591",2018,521,"Winter",21,21,"Outside canopy",0.01,0,19.3,"22:25"
"592",2018,522,"Winter",22,21,"Outside canopy",0.02,0,19.5,"22:38"
"593",2018,523,"Winter",23,21,"Outside canopy",0.03,0,19.5,"22:35"
"594",2018,524,"Winter",24,21,"Outside canopy",0.02,0,20,"21:57"
"595",2018,525,"Winter",25,21,"Outside canopy",0.02,0,20,"22:41"
"596",2018,526,"Winter",26,21,"Outside canopy",0.02,0,19.7,"22:44"
"597",2018,527,"Winter",27,21,"Outside canopy",0.01,0,20,"22:47"
"598",2018,528,"Winter",28,21,"Outside canopy",0.02,0,19.7,"22:51"
"599",2018,529,"Winter",29,21,"Outside canopy",0.02,0.1,19.6,"22:54"
"600",2018,530,"Winter",30,21,"Outside canopy",0.02,0.1,19.3,"22:57"
